mw,n_samples,workers,downsample_factor,t_end_sec,dt_max,regional_grid_shape,regional_dx_m,regional_dy_m,dapa_coarse_window_shape,dapa_coarse_max_static_depth_m,dapa_coarse_wet_cells_gt_min,aborted_samples,mean_dapa_gauge_max_m,max_dapa_gauge_max_m,mean_coarse_dapa_p95_m,max_coarse_dapa_p95_m,nonzero_inundation_samples,sample_summary_csv,coarse_dapa_stack_npz,notes
8.0,6,6,2,3600.0,0.5,"[397, 181]",917.1200042460222,921.1666666666143,"[61, 66]",669.9917653093435,12,0,0.0,0.0,0.0,0.0,0,C:\Users\Henrich\Documents\tsunamiptha\output\phase3_final_outputs\Mw8.0\Mw8.0_sample_summary.csv,C:\Users\Henrich\Documents\tsunamiptha\output\phase3_final_outputs\Mw8.0\Mw8.0_coarse_dapa_max_depth_stack.npz,"['Phase 3 runtime-only mode: no PNG maps are generated here.', 'Fine local nested inundation is disabled to maximize throughput.', 'BLAS/OpenMP threads are capped at 1 per worker to reduce oversubscription.', 'Worker initialization and per-sample logs are silenced; only startup and one progress bar are shown.']"
