mw,n_samples,workers,downsample_factor,t_end_sec,dt_max,regional_grid_shape,regional_dx_m,regional_dy_m,dapa_nominal_window_shape,dapa_nominal_max_static_depth_m,dapa_nominal_wet_cells_gt_min,dapa_effective_window_shape,dapa_effective_wet_cells_gt_min,dapa_window_valid,aborted_samples,valid_dapa_virtual_samples,valid_dapa_window_samples,mean_dapa_gauge_max_m,max_dapa_gauge_max_m,mean_coarse_dapa_p95_m,max_coarse_dapa_p95_m,mean_coarse_dapa_p95_raw_m,max_coarse_dapa_p95_raw_m,mean_dapa_offshore_p95_abs_eta_m,max_dapa_offshore_p95_abs_eta_m,nonzero_inundation_samples,sample_summary_csv,coarse_dapa_stack_npz,notes
9.0,1,1,1,1200.0,0.1,"[793, 361]",458.5600021222291,460.58333333330717,"[32, 34]",0.0,0,"[121, 130]",15,False,0,0,0,,,,,0.0,0.0,0.0,0.0,0,C:\Users\Henrich\Documents\tsunamiptha\tmp_mw90_sample76\output\phase3_runtime_sample76\Mw9.0\Mw9.0_sample_summary.csv,C:\Users\Henrich\Documents\tsunamiptha\tmp_mw90_sample76\output\phase3_runtime_sample76\Mw9.0\Mw9.0_coarse_dapa_max_depth_stack.npz,"['Phase 3 runtime-only mode: no PNG maps are generated here.', 'Fine local nested inundation is disabled to maximize throughput.', 'BLAS/OpenMP threads are capped at 1 per worker to reduce oversubscription.', 'Worker initialization and per-sample logs are silenced; only startup and one progress bar are shown.', 'Dapa gauge maxima are tracked every solver step, so they remain valid even when snapshot_stride is very large.', 'Coarse Dapa land metrics are validity-masked when the nominal Dapa window is under-resolved or the virtual gauge is too far from Dapa.']"
