mw,weight,n_samples,mean_max_wave_Davao_m,mean_max_wave_Legazpi_m,mean_max_wave_Dapa_virtual_m,95th_percentile_inundation_depth_in_dapa_m
8.0,0.48918944851699153,4,0.13614731654524803,0.14334123209118843,7.269666433334351,136.56138229370117
8.5,0.3119209638507639,4,0.6424542516469955,0.5738429874181747,7.362173318862915,136.53461227416992
9.0,0.19888958763224468,4,0.49807872623205185,0.422052837908268,7.385538339614868,136.53033599853515
