sample_index,slip_id,Davao,Legazpi,Dapa_virtual
0,slip_Mw8.0_sample0,0.173770010471344,0.12638089060783386,7.276067733764648
1,slip_Mw8.0_sample1,0.08538298308849335,0.12172888219356537,7.254363059997559
2,slip_Mw8.0_sample10,0.14463233947753906,0.08608877658843994,7.2868170738220215
3,slip_Mw8.0_sample100,0.14080393314361572,0.23916637897491455,7.261417865753174
