sample_index,slip_id,Davao,Legazpi,Dapa_virtual
0,slip_Mw8.0_sample0,0.00022597686620429158,0.0,0.0
1,slip_Mw8.0_sample1,5.795452307211235e-05,0.0,0.0
2,slip_Mw8.0_sample10,0.0001985409762710333,0.0,0.0
3,slip_Mw8.0_sample100,6.372675852617249e-05,0.0,0.0
