time_sec,Dapa_virtual
0.0,0.0
12.0,1.0834947e-05
24.0,0.00014487948
36.0,0.00059169624
48.0,0.0014650039
60.0,0.0027355752
72.0,0.0042512445
84.0,0.0058010514
96.0,0.007193838
108.0,0.00836477
120.0,0.009398566
132.0,0.010457656
144.0,0.011685939
156.0,0.013086677
168.0,0.014479345
180.0,0.015598632
192.0,0.016280314
204.0,0.016555427
216.0,0.016563045
228.0,0.016456634
240.0,0.016349241
252.0,0.016267262
264.0,0.016217653
276.0,0.01621922
288.0,0.016284782
300.0,0.016423356
312.0,0.016633132
324.0,0.016883606
336.0,0.01706666
348.0,0.017061064
360.0,0.01683971
372.0,0.016524551
384.0,0.016331056
396.0,0.016389968
408.0,0.016680034
420.0,0.017079057
432.0,0.017450325
444.0,0.017698081
456.0,0.017762741
468.0,0.017682374
480.0,0.017605865
492.0,0.017702365
504.0,0.018040957
516.0,0.018510055
528.0,0.018910717
540.0,0.019091481
552.0,0.019019203
564.0,0.018759683
576.0,0.018384319
588.0,0.017963735
600.0,0.017568512
612.0,0.017233443
624.0,0.016933091
636.0,0.016601292
648.0,0.016245492
660.0,0.015967999
672.0,0.015872728
684.0,0.015975954
696.0,0.016180232
708.0,0.016373519
720.0,0.016498916
732.0,0.016559444
744.0,0.01659475
756.0,0.01664327
768.0,0.016763272
780.0,0.016994655
792.0,0.017291734
804.0,0.017532391
816.0,0.017602833
828.0,0.017518977
840.0,0.017399598
852.0,0.017354336
864.0,0.01742176
876.0,0.01756591
888.0,0.017741188
900.0,0.017905237
912.0,0.018019376
924.0,0.018076187
936.0,0.01810955
948.0,0.018196052
960.0,0.018362153
972.0,0.018514613
984.0,0.018499563
996.0,0.018220104
1008.0,0.017728634
1020.0,0.01716646
1032.0,0.016671835
1044.0,0.016344251
1056.0,0.01621665
1068.0,0.016254911
1080.0,0.016343744
1092.0,0.016343072
1104.0,0.01619698
1116.0,0.015978241
1128.0,0.015854055
1140.0,0.015945494
1152.0,0.016245898
1164.0,0.01666393
1176.0,0.01709163
1188.0,0.017454311
1200.0,0.017692437
1212.0,0.017782731
1224.0,0.017775584
1236.0,0.01775229
1248.0,0.017763577
1260.0,0.017778536
1272.0,0.017735882
1284.0,0.01763324
1296.0,0.017536731
1308.0,0.017534956
1320.0,0.01764801
1332.0,0.01782142
1344.0,0.01798567
1356.0,0.018078439
1368.0,0.018055538
1380.0,0.01789061
1392.0,0.017624488
1404.0,0.017373368
1416.0,0.017233083
1428.0,0.017205795
1440.0,0.017191239
1452.0,0.0170809
1464.0,0.016845198
1476.0,0.01652816
1488.0,0.016213022
1500.0,0.015967367
1512.0,0.015842356
1524.0,0.015871381
1536.0,0.01602818
1548.0,0.016237207
1560.0,0.016425528
1572.0,0.016601676
1584.0,0.016841594
1596.0,0.017181776
1608.0,0.017574662
1620.0,0.017911041
1632.0,0.018102286
1644.0,0.018124819
1656.0,0.018004399
1668.0,0.017813338
1680.0,0.017645113
1692.0,0.017592622
1704.0,0.017689591
1716.0,0.017853493
1728.0,0.017941386
1740.0,0.017853135
1752.0,0.017614102
1764.0,0.017338334
1776.0,0.017128104
1788.0,0.017041074
1800.0,0.017080082
1812.0,0.017204635
1824.0,0.017331846
1836.0,0.017357862
1848.0,0.017234154
1860.0,0.01699645
1872.0,0.016743
1884.0,0.01655138
1896.0,0.016416984
1908.0,0.016300865
1920.0,0.016188065
1932.0,0.016112356
1944.0,0.016113732
1956.0,0.016203174
1968.0,0.01638846
1980.0,0.01666418
1992.0,0.01699265
2004.0,0.017295213
2016.0,0.01749337
2028.0,0.01758498
2040.0,0.017638855
2052.0,0.017738521
2064.0,0.01790453
2076.0,0.01807628
2088.0,0.018181007
2100.0,0.018173467
2112.0,0.01804679
2124.0,0.017818447
2136.0,0.01753639
2148.0,0.017291337
2160.0,0.017151162
2172.0,0.017108796
2184.0,0.01708866
2196.0,0.017017713
2208.0,0.016899874
2220.0,0.016793385
