min_slip_m,mean_slip_m,median_slip_m,max_slip_m,std_slip_m,p95_slip_m,p99_slip_m,sum_slip_m,max_to_mean,p99_to_mean,target_moment_Nm,realized_moment_Nm,moment_rel_error,mw,attempt_index,accepted,decision,rupture_length_km,rupture_width_km,top_depth_km,strike_deg,dip_deg,rake_deg,reference_mean_slip_m,n_along,n_down,corr_length_km,hurst_nu,sigma_ln,sample_index,file_name
0.593070192555039,1.5736567647427138,1.3619618520812344,4.6913847227367125,0.8215069716541877,3.09803908044356,4.129472846717574,118.02425735570353,2.9811994761791234,2.6241255013400115,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,29,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,29,slip_Mw8.0_sample0029.npy
0.22078264954651808,1.5736567647427142,1.4264189413011816,4.8253375237537375,0.879507725857199,3.1457489326271273,4.280183196678056,118.02425735570357,3.0663214697537033,2.719896290331041,1.2589254117941712e+21,1.2589254117941715e+21,2.082283807635614e-16,8.0,30,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,30,slip_Mw8.0_sample0030.npy
0.4762883305248017,1.5736567647427138,1.3779145462537838,3.5665463686433068,0.7345560052445724,3.0493537577172143,3.378838873776052,118.02425735570353,2.266406784853381,2.1471256944194423,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,31,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,31,slip_Mw8.0_sample0031.npy
0.47430829194393376,1.5736567647427138,1.3376866563713206,5.796641370744659,1.0091975043506802,3.733537055509837,4.985790051776207,118.02425735570353,3.6835487258826642,3.168283048426613,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,32,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,32,slip_Mw8.0_sample0032.npy
0.4355131911032412,1.5736567647427138,1.4281825455019246,3.9939639846498722,0.7705177152092915,3.198214804344889,3.5535271899434737,118.02425735570354,2.5380146891834245,2.258133583866022,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,33,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,33,slip_Mw8.0_sample0033.npy
0.41248672808830683,1.5736567647427138,1.3119133215074308,4.42882765551079,0.9148646273060909,3.496935410085818,3.9109057598655315,118.02425735570353,2.814354282799963,2.4852342947256023,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,34,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,34,slip_Mw8.0_sample0034.npy
0.5712828915220384,1.5736567647427135,1.392937444229674,4.005869522591426,0.7472412774693424,3.014725469822692,3.738543761760765,118.02425735570351,2.545580213132671,2.375704693375116,1.2589254117941712e+21,1.258925411794171e+21,2.082283807635614e-16,8.0,35,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,35,slip_Mw8.0_sample0035.npy
0.3484603345517476,1.573656764742714,1.3905872632467864,4.549618736355685,0.8691569459048418,3.1824180416023244,4.0866976967964375,118.02425735570355,2.891112495614333,2.596943493878473,1.2589254117941712e+21,1.2589254117941715e+21,2.082283807635614e-16,8.0,36,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,36,slip_Mw8.0_sample0036.npy
0.3578843767106411,1.5736567647427138,1.2839820971026454,5.677585611481043,0.962743268533386,3.2148607816633907,4.693054970084972,118.02425735570353,3.607893245010963,2.9822608558812806,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,37,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,37,slip_Mw8.0_sample0037.npy
0.19010922355635612,1.5736567647427138,1.3976816447710583,4.049531937170713,0.7847974146528855,3.1088846334928015,3.7862003186558097,118.02425735570353,2.573326044089922,2.405988652344298,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,38,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,38,slip_Mw8.0_sample0038.npy
0.4326782137877182,1.5736567647427138,1.49075466863203,4.687022913870112,0.7222794438283802,2.9874874259550848,3.8261772567194354,118.02425735570354,2.9784277098293543,2.431392500857707,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,39,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,39,slip_Mw8.0_sample0039.npy
0.4630091944589884,1.5736567647427138,1.4545773433058138,5.1345071453515585,0.891717023551324,3.3490518534587945,4.2564119165388465,118.02425735570354,3.262787197557041,2.70479053113895,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,40,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,40,slip_Mw8.0_sample0040.npy
0.3623069250994362,1.5736567647427138,1.3302459586342683,4.991810067594223,0.9687604538340286,3.900945965042066,4.5744360910693205,118.02425735570354,3.172108543256803,2.9068829960625,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,41,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,41,slip_Mw8.0_sample0041.npy
0.2672227829934647,1.5736567647427135,1.3485776092857413,4.985863061285997,0.8345982157329465,3.094756157390484,4.126244173416117,118.02425735570351,3.1683294432386373,2.6220738002487733,1.2589254117941712e+21,1.258925411794171e+21,2.082283807635614e-16,8.0,42,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,42,slip_Mw8.0_sample0042.npy
0.4905786402917483,1.5736567647427138,1.3372654935114792,5.157574780849237,0.9238865521260604,3.5053467355983767,4.142172607608559,118.02425735570354,3.2774458169043483,2.6321957242599767,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,43,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,43,slip_Mw8.0_sample0043.npy
0.2603657329872976,1.5736567647427138,1.4122515637318351,6.081243456266325,0.9621189826086859,3.376487892089972,4.431019933709701,118.02425735570354,3.8644027036356827,2.815747393577375,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,44,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,44,slip_Mw8.0_sample0044.npy
0.45153410631831037,1.573656764742714,1.3885971173401401,4.819394777420233,0.8889992184413769,3.045998958307405,4.730554993152966,118.02425735570355,3.0625450767900984,3.006090717581855,1.2589254117941712e+21,1.2589254117941715e+21,2.082283807635614e-16,8.0,45,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,45,slip_Mw8.0_sample0045.npy
0.41425275598826555,1.5736567647427138,1.4621576391169806,4.987390759023709,0.8268309144924721,3.03856625717113,4.484640420656174,118.02425735570354,3.169300237996388,2.8498212069703737,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,46,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,46,slip_Mw8.0_sample0046.npy
0.5095886591985106,1.5736567647427138,1.4219572948867432,3.724616572454149,0.72990174552725,3.064899098373546,3.6536681129175976,118.02425735570354,2.3668544856178393,2.3217693939217785,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,47,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,47,slip_Mw8.0_sample0047.npy
0.2783090243701632,1.5736567647427138,1.4422554433566013,4.388757935401946,0.8033338725320018,2.934603533170989,3.7374598177468306,118.02425735570353,2.7888914747679996,2.3750158875070126,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,48,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,48,slip_Mw8.0_sample0048.npy
0.4632020724393519,1.5736567647427138,1.4008858736306757,4.889986429607609,0.756643949359924,2.6791604884794147,4.298570918489677,118.02425735570353,3.1074034307647143,2.7315809996168223,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,49,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,49,slip_Mw8.0_sample0049.npy
0.5523126473596442,1.5736567647427138,1.4529594018623035,4.236813575735359,0.7354408636822416,3.055313906441445,3.537145881930245,118.02425735570353,2.6923365187757824,2.247723875484724,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,50,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,50,slip_Mw8.0_sample0050.npy
0.47106603228907784,1.5736567647427135,1.4835497123357302,5.525061601006387,0.8807829771982115,3.0886870447107597,5.431997846466518,118.02425735570351,3.5109699426162426,3.4518314083278687,1.2589254117941712e+21,1.258925411794171e+21,2.082283807635614e-16,8.0,51,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,51,slip_Mw8.0_sample0051.npy
