time_sec,Davao,Legazpi,Dapa_virtual
0.0,1.0151765e-06,1.4195566e-06,0.0005226019
30.0,0.0037719016,0.005274381,1.3642693
59.89812,0.014727656,0.020594193,3.307849
89.898125,0.03275538,0.04580298,4.355711
119.898125,0.05752149,0.08043429,4.7980614
149.89812,0.08860224,0.12389558,4.9740705
179.89812,0.12546581,0.1754432,5.0624905
209.89812,0.16748148,0.23419517,5.1858416
239.89812,0.21393034,0.29914623,5.512594
269.89813,0.26401764,0.36918503,6.3209805
299.89813,0.31617042,0.44211206,7.306019
