sample_index,slip_id,Davao,Legazpi,Dapa_virtual
0,slip_Mw9.0_sample0,0.31617042422294617,0.4421120584011078,7.306018829345703
1,slip_Mw9.0_sample1,0.39458268880844116,0.33175671100616455,7.566093921661377
2,slip_Mw9.0_sample10,0.5934459567070007,0.460152268409729,7.279797077178955
3,slip_Mw9.0_sample100,0.6881158351898193,0.45419031381607056,7.3902435302734375
