slip_id,source_mode,mw,peak_max_eta_m,peak_max_depth_m,peak_max_speed_mps,peak_gauge_Davao_m,peak_gauge_Legazpi_m,peak_gauge_Dapa_virtual_m
generated_rqmc_0,dynamic,8.5,168.2044881819858,168.2044881819858,1147.2873270657235,0.18962357617774017,0.3777910016748433,0.0
generated_rqmc_1,dynamic,8.5,168.2196933775588,168.2196933775588,1146.9141668326874,0.38381724362788444,0.20222621654834033,0.0
