time_sec,Davao,Legazpi,Dapa_virtual
0.0,0.0,0.0,0.0
12.0,6.2659594e-10,0.0,0.0
24.0,9.92247e-09,0.0,0.0
36.0,5.1450467e-08,0.0,0.0
48.0,1.6944357e-07,0.0,0.0
60.0,4.3648296e-07,0.0,0.0
72.0,9.643618e-07,0.0,0.0
84.0,1.9182976e-06,0.0,0.0
96.0,3.5347175e-06,0.0,0.0
108.0,6.1429037e-06,0.0,0.0
