sample_index,slip_id,dapa_gauge_max_m,coarse_dapa_p95_m,coarse_dapa_p95_raw_m,dapa_virtual_valid,dapa_virtual_nearest_wet_km,dapa_window_valid,dapa_offshore_p95_abs_eta_m,dapa_offshore_nonzero_cells,aborted,abort_reason,dapa_nonzero_cells
0,slip_Mw9.0_sample76,,,0.0,False,28.029115163854897,False,0.0,0,False,,0
