min_slip_m,mean_slip_m,median_slip_m,max_slip_m,std_slip_m,p95_slip_m,p99_slip_m,sum_slip_m,max_to_mean,p99_to_mean,target_moment_Nm,realized_moment_Nm,moment_rel_error,mw,attempt_index,accepted,decision,rupture_length_km,rupture_width_km,top_depth_km,strike_deg,dip_deg,rake_deg,reference_mean_slip_m,n_along,n_down,corr_length_km,hurst_nu,sigma_ln,sample_index,file_name
2.2008637706709226,5.899548203201168,4.976492505304258,16.3403323227806,3.156937783845449,12.941031740142689,15.054223514199759,442.4661152400876,2.7697599477048316,2.5517587102739747,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,0,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,0,slip_Mw8.5_sample0000.npy
1.1738411580519743,5.899548203201169,5.373319603276755,13.68760828906413,3.1153713237414027,13.006796406894468,13.567861222341563,442.4661152400877,2.3201112725271167,2.299813605214628,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,1,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,1,slip_Mw8.5_sample0001.npy
1.5384863679801624,5.899548203201168,5.392665121086354,15.375249739742339,2.8661916685846447,11.376403693572145,13.500461701889286,442.4661152400876,2.606174101840466,2.2883890828392195,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,2,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,2,slip_Mw8.5_sample0002.npy
1.4996504508872694,5.899548203201169,5.347207429301027,15.8098434881143,3.1712422658456494,12.569874967555927,14.45123890114689,442.4661152400877,2.679839700188513,2.4495501017019348,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,3,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,3,slip_Mw8.5_sample0003.npy
1.2030477298548024,5.899548203201168,5.243535653306788,13.58990792409489,2.671474572061504,10.635604282703586,12.987992109334497,442.4661152400876,2.3035506204900296,2.20152317804388,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,4,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,4,slip_Mw8.5_sample0004.npy
1.1773608656804186,5.899548203201169,5.597946322497797,17.034253298912482,2.893305633147075,10.873164960758304,14.958904437734551,442.4661152400877,2.887382679519337,2.53560169736687,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,5,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,5,slip_Mw8.5_sample0005.npy
1.3600129731575712,5.899548203201168,5.376060596592695,21.274005658633147,3.3975014453413563,12.284433343402203,18.60726837335992,442.4661152400876,3.606039806080338,3.154015821629084,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,6,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,6,slip_Mw8.5_sample0006.npy
1.8015268986733446,5.899548203201169,5.443804728364885,19.783456733972972,3.0812564998898213,10.048909297851587,16.399303745131267,442.4661152400877,3.35338504789879,2.7797558694804456,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,7,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,7,slip_Mw8.5_sample0007.npy
1.8417099491573792,5.899548203201166,5.05468892189274,19.423627428691965,3.360059896998676,13.49542280079308,16.62164278680346,442.4661152400875,3.292392359494998,2.8174433387601368,7.079457843841402e+21,7.0794578438414e+21,2.962305936780689e-16,8.5,8,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,8,slip_Mw8.5_sample0008.npy
1.900975671892176,5.899548203201169,5.0470075758861395,20.483507754658202,3.2057778384298237,11.534415616556068,15.98249983653271,442.4661152400877,3.472046849883114,2.709105729123529,7.079457843841402e+21,7.079457843841402e+21,0.0,8.5,9,True,accepted,300.0,100.0,7.6,164.0,39.0,90.0,4.7,15,5,20.0,0.3,0.55,9,slip_Mw8.5_sample0009.npy
