time_sec,Dapa_virtual
0.0,0.0
12.0,1.5046559e-05
24.0,0.00021657001
36.0,0.000969982
48.0,0.0026345241
60.0,0.0053648693
72.0,0.009025485
84.0,0.013258871
96.0,0.01764483
108.0,0.021866025
120.0,0.025822978
132.0,0.029646778
144.0,0.03362351
156.0,0.038082678
168.0,0.04328101
180.0,0.049318504
192.0,0.05609464
204.0,0.06330522
216.0,0.07052143
228.0,0.07734787
240.0,0.08359662
252.0,0.089395046
264.0,0.09514199
276.0,0.1013219
288.0,0.108280174
300.0,0.116060324
312.0,0.12438845
324.0,0.13281603
336.0,0.14093444
348.0,0.1485596
360.0,0.15578972
372.0,0.16290702
384.0,0.17020981
396.0,0.17787145
408.0,0.18588433
420.0,0.19409645
432.0,0.20228356
444.0,0.21022421
456.0,0.21777526
468.0,0.22492139
480.0,0.23178667
492.0,0.2385939
504.0,0.24556243
516.0,0.25278965
528.0,0.26016304
540.0,0.2673463
552.0,0.27388382
564.0,0.27939042
576.0,0.28373396
588.0,0.28711495
600.0,0.28997254
612.0,0.29276788
624.0,0.2957718
636.0,0.2989542
648.0,0.30202442
660.0,0.30458534
672.0,0.3063064
684.0,0.30705175
696.0,0.30691263
708.0,0.30614033
720.0,0.30503893
732.0,0.30387643
744.0,0.30295578
756.0,0.30262727
768.0,0.30309078
780.0,0.3042441
792.0,0.30570167
804.0,0.30698168
816.0,0.30774286
828.0,0.30792785
840.0,0.30774593
852.0,0.307524
864.0,0.30752227
876.0,0.30782384
888.0,0.30834472
900.0,0.3089303
912.0,0.30945283
924.0,0.3098377
936.0,0.31003037
948.0,0.30997175
960.0,0.30962652
972.0,0.30904126
984.0,0.3083598
996.0,0.30775338
1008.0,0.3073063
1020.0,0.30694073
1032.0,0.30644426
1044.0,0.3055993
1056.0,0.30433768
1068.0,0.30282038
1080.0,0.30137926
1092.0,0.3003383
1104.0,0.29982665
1116.0,0.29971135
1128.0,0.29969454
1140.0,0.29950637
1152.0,0.29905793
1164.0,0.29846328
1176.0,0.29794824
1188.0,0.2977266
1200.0,0.29792035
1212.0,0.2985479
1224.0,0.29954976
1236.0,0.3008134
1248.0,0.30217883
1260.0,0.3034352
1272.0,0.30434856
1284.0,0.30474162
1296.0,0.3045927
1308.0,0.3040791
1320.0,0.30350435
1332.0,0.3031304
1344.0,0.30302486
1356.0,0.30302915
1368.0,0.30287006
1380.0,0.3023401
1392.0,0.30142492
1404.0,0.30030584
1416.0,0.29924676
1428.0,0.29843956
1440.0,0.297907
1452.0,0.29751822
1464.0,0.2970943
1476.0,0.29652447
1488.0,0.2958118
1500.0,0.29503423
1512.0,0.29428145
1524.0,0.29362744
1536.0,0.29314706
1548.0,0.2929315
1560.0,0.29305607
1572.0,0.29351357
1584.0,0.29417002
1596.0,0.29479164
1608.0,0.29514924
1620.0,0.2951483
1632.0,0.29490343
1644.0,0.29469973
1656.0,0.29484323
1668.0,0.29548115
1680.0,0.29650947
1692.0,0.29762763
1704.0,0.29850167
1716.0,0.29892585
1728.0,0.2988819
1740.0,0.29848668
1752.0,0.2978903
1764.0,0.2971975
1776.0,0.29645073
1788.0,0.29565924
1800.0,0.2948319
1812.0,0.29398596
1824.0,0.29312763
1836.0,0.29223526
1848.0,0.29128188
1860.0,0.29029125
1872.0,0.289379
1884.0,0.2887232
1896.0,0.2884595
1908.0,0.28857392
1920.0,0.28888115
1932.0,0.28911588
1944.0,0.28908557
1956.0,0.28878465
1968.0,0.28839844
1980.0,0.28819865
1992.0,0.2883899
2004.0,0.2889976
2016.0,0.2898614
2028.0,0.29073006
2040.0,0.29139072
2052.0,0.2917503
2064.0,0.29182887
2076.0,0.2917026
2088.0,0.2914575
2100.0,0.2911809
2112.0,0.29096892
2124.0,0.29090884
2136.0,0.29102919
2148.0,0.29125586
2160.0,0.2914165
2172.0,0.2913093
2184.0,0.29080877
2196.0,0.28994465
2208.0,0.2888995
2220.0,0.28791246
2232.0,0.28714
2244.0,0.28656906
2256.0,0.28604472
2268.0,0.28539345
2280.0,0.28455466
2292.0,0.2836285
2304.0,0.2828177
2316.0,0.28231597
2328.0,0.28221586
2340.0,0.282483
2352.0,0.2829954
2364.0,0.28360808
2376.0,0.28420317
2388.0,0.28470412
2400.0,0.28506416
2412.0,0.28526384
2424.0,0.28533223
2436.0,0.2853671
2448.0,0.2855132
2460.0,0.28588295
2472.0,0.2864642
2484.0,0.28709033
2496.0,0.28750676
2508.0,0.28750268
2520.0,0.2870273
2532.0,0.2862172
2544.0,0.28532276
2556.0,0.28457665
2568.0,0.28408077
2580.0,0.28377748
2592.0,0.28351527
2604.0,0.28315708
2616.0,0.28265744
2628.0,0.2820614
2640.0,0.28144732
2652.0,0.28087318
2664.0,0.28036326
2676.0,0.27992848
2688.0,0.2795829
2700.0,0.27933282
2712.0,0.27915376
2724.0,0.27898484
2736.0,0.27875772
2748.0,0.278453
2760.0,0.2781452
2772.0,0.27799535
2784.0,0.27817684
2796.0,0.27876517
2808.0,0.27966428
2820.0,0.2806313
2832.0,0.28139263
2844.0,0.28178117
2856.0,0.28180665
2868.0,0.2816206
2880.0,0.281413
2892.0,0.28131002
2904.0,0.28132665
2916.0,0.28138727
2928.0,0.2813841
2940.0,0.28123114
2952.0,0.2808858
2964.0,0.280339
2976.0,0.27960163
2988.0,0.27871275
3000.0,0.27775884
